name,category,state,district,description,lat,lng,image_url,tag,ai_description
Nathdwara Pichhwai Painting,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",24.933300,73.833300,https://upload.wikimedia.org/wikipedia/commons/c/ca/Nathdwara_srinathji.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant world of Nathdwara Pichhwai Painting, a cherished traditional craft from Rajasthan that proudly carries a Geographical Indication (GI) registration. Each intricate canvas brings to life the devotion and artistry of the region, inviting you to explore its rich cultural tapestry through color and detail. Step into a living gallery where every brushstroke tells a story of heritage and heartfelt craftsmanship."
Udaipur Koftgari Metal Craft,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",24.585400,73.712500,https://upload.wikimedia.org/wikipedia/commons/2/2c/Kard_dagger_Ottoman.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the shimmering artistry of Udaipur Koftgari Metal Craft, a cherished traditional handicraft from Rajasthan that proudly carries a Geographical Indication (GI) registration. Each intricately forged piece reflects the region’s rich heritage, inviting you to take home a timeless slice of Indian craftsmanship."
Bikaner Kashidakari Craft,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",28.022900,73.311900,https://mir-s3-cdn-cf.behance.net/project_modules/disp/084bd852645955.59177d6c7ebed.jpg,GI,"Discover the vibrant artistry of Bikaner Kashidakari Craft, a cherished traditional handicraft from Rajasthan proudly protected by a Geographical Indication (GI) registration. Each piece reflects the region’s rich cultural heritage, inviting you to bring home a slice of authentic Indian craftsmanship. Let the intricate designs and timeless techniques captivate your senses and add a touch of Rajasthan’s charm to your travels."
Jodhpur Bandhej Craft,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",26.238900,73.024300,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Textile/Other_Textiles_Based/Jodhpur_Bandhej_Craft/Image_Gallery/jod_i01.jpg,GI,"Discover the vibrant world of Jodhpur Bandhej Craft, a treasured Rajasthan tradition celebrated with a Geographical Indication registration that honors its authentic artistry. Each hand‑woven piece bursts with the region’s iconic colors and patterns, inviting you to experience the timeless skill and cultural pride woven into every fabric. Let this exquisite craft add a splash of Rajasthan’s heritage to your journey."
Bikaner Usta Kala Craft,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",28.022900,73.311900,https://upload.wikimedia.org/wikipedia/commons/1/1c/Rajasthan_tableau_highlighting_the_Bikaner_Usta_Art_under_the_theme_%E2%80%9CGolden_Touch_of_the_Desert%E2%80%9D_during_the_77th_Republic_Day_Parade%2C_New_Delhi%2C_2026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant artistry of Bikaner Usta Kala, a cherished traditional handicraft from Rajasthan proudly registered under India's Geographical Indication registry. Each piece reflects generations of skilled craftsmanship, inviting you to bring home a slice of authentic Rajasthani heritage."
Salem Fabric,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",11.664300,78.146000,https://upload.wikimedia.org/wikipedia/commons/9/92/Salem_city_from_Hills.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant artistry of Salem Fabric, a cherished traditional handicraft proudly registered under India's Geographical Indication registry. Hand‑woven in the heart of Tamil Nadu, each piece reflects generations of skill and the region’s rich cultural tapestry, inviting you to take home a living piece of heritage."
Kancheepuram Silk,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",12.834200,79.703600,https://upload.wikimedia.org/wikipedia/commons/c/cd/Kanchipuram_sarees_%287642282772%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the radiant elegance of Kancheepuram Silk, a cherished traditional handicraft from Tamil Nadu that proudly bears a Geographical Indication (GI) registration. Each hand‑woven masterpiece reflects centuries‑old artistry, vibrant colors, and the skilled craftsmanship of local weavers, inviting you to experience a living piece of India's cultural heritage."
Madurai Sungudi,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",9.925200,78.119800,https://upload.wikimedia.org/wikipedia/commons/9/91/Teinture_naturelle_Millepertuis_2.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant charm of Madurai Sungudi, a traditional Tamil Nadu handicraft celebrated for its intricate, hand‑woven patterns that bring centuries of artistry to life. Proudly GI‑registered, each piece reflects the region’s rich cultural heritage, inviting you to take home a colorful slice of authentic Indian craftsmanship."
Swamimalai Bronze Icons,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",11.166700,79.316700,https://upload.wikimedia.org/wikipedia/commons/e/ee/Panchaloha.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the luminous Swamimalai Bronze Icons, a centuries‑old tradition from Tamil Nadu that has earned a coveted Geographical Indication tag. Each hand‑crafted bronze masterpiece captures the region’s rich spiritual heritage, inviting you to hold a piece of living art lovingly shaped by master artisans for generations."
Temple Jewellery of Nagercoil,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",8.178000,77.434600,https://upload.wikimedia.org/wikipedia/commons/7/7d/Temple_jewellery_Bangle.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite Temple Jewellery of Nagercoil, a treasured traditional handicraft from Tamil Nadu that proudly carries a Geographical Indication (GI) registration. Each piece reflects the region’s rich cultural heritage, showcasing intricate designs that have been lovingly crafted for generations, inviting you to experience the timeless elegance of South Indian temple art."
Arani Silk,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",12.666700,79.283300,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hand_loom_in_Devikapuram.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of Arani Silk, a traditional Tamil Nadu handicraft proudly protected by a Geographical Indication registration. Each hand‑woven piece reflects the region’s rich heritage and meticulous craftsmanship, inviting you to experience a slice of authentic Indian artistry. Feel the silky smoothness and vibrant colors that have earned Arani Silk its official recognition across India."
Kovai Kora Cotton Sarees,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",11.016800,76.955800,https://upload.wikimedia.org/wikipedia/commons/2/2f/Kongu_Nadu_Tamil_Nadu.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the timeless elegance of Kovai Kora Cotton Sarees, a Geographical Indication‑registered treasure from Tamil Nadu that showcases the region’s rich weaving heritage. Each hand‑crafted piece reflects the skill and tradition of local artisans, offering visitors a vibrant glimpse into authentic Indian craftsmanship."
Salem Silk know as Salem Venpattu,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",11.664300,78.146000,https://upload.wikimedia.org/wikipedia/commons/a/a2/Mattress%28made_up_of_silk_cotton-capok-Kapok%29salem_Wiki_DEC2011-Tamil_Nadu595.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the shimmering elegance of Salem Silk, locally known as Salem Venpattu, a GI‑registered treasure woven in the heart of Tamil Nadu. This centuries‑old craft blends vibrant colors and delicate handloom techniques, offering visitors a glimpse into the region’s rich artistic heritage. Feel the pride of a tradition officially recognized across India as you explore its luminous threads."
Thanjavur Doll,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.787000,79.137800,https://upload.wikimedia.org/wikipedia/commons/6/67/A_Tanjore_doll.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the charming Thanjavur Doll, a lovingly handcrafted treasure from Tamil Nadu that proudly carries a Geographical Indication tag. Each doll reflects the region’s vibrant artistry and cultural heritage, making it a perfect keepsake to remember your journey. Let its colorful details and timeless appeal invite you into the heart of South Indian tradition."
Pattamadai Pai Pattamadai Mat,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",8.733300,77.566700,https://krafteria.com/cdn/shop/articles/pattamadai-pai-traditional-handwoven-mats-of-tamil-nadu.jpg,GI,"Discover the exquisite Pattamadai Pai Pattamadai Mat, a cherished traditional handicraft from Tamil Nadu that proudly carries a Geographical Indication tag. Hand‑woven with skill passed down through generations, each mat reflects the region’s rich cultural heritage and timeless artistry, inviting you to bring a piece of authentic Indian craftsmanship into your home."
Nachiarkoil Kuthuvilakku Nachiarkoil Lamp,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.900000,79.416700,https://upload.wikimedia.org/wikipedia/commons/6/65/KuthuVilakku.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the radiant charm of the Nachiarkoil Kuthuvilakku lamp, a beautifully crafted traditional treasure from Tamil Nadu that proudly carries a Geographical Indication tag. Hand‑made with generations of skill, each lamp glows with the warm glow of heritage, inviting you to bring a piece of authentic Indian artistry into your home."
Chettinad Kottan,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.116700,78.716700,https://upload.wikimedia.org/wikipedia/commons/a/a6/Nachiappa_Swamigal_Chettinadu_Heritage_Museum-04470.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant artistry of Chettinad Kottan, a traditional handicraft from Tamil Nadu that proudly carries a Geographical Indication tag, ensuring its authentic roots are preserved. Each piece reflects the region’s rich cultural heritage, inviting you to take home a slice of history crafted with skill and love."
Thanjavur Veenai,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.787000,79.137800,https://upload.wikimedia.org/wikipedia/en/1/14/Ramamoorthy.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite Thanjavur Veenai, a beautifully crafted musical instrument that embodies Tamil Nadu’s rich cultural heritage. As a Geographical Indication‑registered handicraft, each Veenai reflects the skilled artistry of local craftsmen, inviting you to experience the timeless music and tradition of the region."
Kandangi Saree,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://upload.wikimedia.org/wikipedia/commons/9/9c/Weaving-.Chettinad-Tamil_Nadu.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant Kandangi Saree, a cherished traditional handicraft of Tamil Nadu proudly registered under India’s Geographical Indication (GI) registry. Its bold colors and intricate patterns reflect the region’s rich cultural heritage, inviting you to wrap yourself in a piece of living history. Feel the artistry and warmth of Tamil Nadu every time you admire or wear this exquisite saree."
Thanjavur Netti Works,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.787000,79.137800,https://upload.wikimedia.org/wikipedia/commons/c/cb/Mr.Sanjai_Gandhi_delivering_a_speech_on_World_Intellectual_Property_Day.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the intricate beauty of Thanjavur Netti Works, a GI‑registered traditional handicraft from the heart of Tamil Nadu. Each piece reflects centuries‑old artistry, hand‑woven with skill and pride, making it a perfect souvenir that carries the spirit of the region."
Arumbavur Wood Carvings,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",11.116700,78.533300,https://upload.wikimedia.org/wikipedia/commons/a/a4/St%C3%BChlingen_wood_carvings_at_old_electricity_pole.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the intricate beauty of Arumbavur Wood Carvings, a cherished traditional handicraft from Tamil Nadu that proudly holds Geographical Indication status. Each delicately hand‑carved piece reflects centuries‑old artistry, inviting you to bring a touch of authentic Indian craftsmanship home."
Thirubuvanam Silk Sarees,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.916700,79.483300,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hand_loom_in_Devikapuram.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the radiant elegance of Thirubuvanam Silk Sarees, a cherished tradition from Tamil Nadu that proudly carries a Geographical Indication (GI) tag. Each hand‑woven masterpiece blends vibrant colors and intricate motifs, reflecting the region’s rich cultural heritage and the skilled artistry of its weavers. Slip into a Thirubuvanam saree and experience a living piece of Tamil Nadu’s timeless beauty."
Karuppur Kalamkari Paintings,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://upload.wikimedia.org/wikipedia/commons/a/ab/KALAMKARI_HAND_PAINTED_CLOTH_SRIKALAHASTI_AP_-_panoramio.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the enchanting world of Karuppur Kalamkari Paintings, a treasured traditional handicraft from Tamil Nadu that proudly carries a Geographical Indication (GI) registration. Each hand‑crafted masterpiece bursts with intricate motifs and vivid colors, reflecting the region’s rich cultural heritage and the skilled artistry of its makers. Let these timeless works invite you to explore the vibrant spirit of Tamil Nadu’s creative legacy."
Kallakurichi Wood Carving,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://upload.wikimedia.org/wikipedia/commons/7/78/Kallai.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the intricate beauty of Kallakurichi Wood Carving, a cherished traditional handicraft from Tamil Nadu that proudly carries a Geographical Indication (GI) registration. Each delicately carved piece reflects the region’s rich artistic heritage, offering visitors a tangible glimpse into centuries‑old craftsmanship. Explore these masterfully crafted works and bring home a slice of authentic Tamil culture."
Narasinghapettai Nagaswaram,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://media.assettype.com/deccanherald%2Fimport%2Fsites%2Fdh%2Ffiles%2Farticleimages%2F2022%2F03%2F21%2F640px-nagaswaram-1-1093312-1647864809.jpg?auto=format%2Ccompress&fit=max&w=undefined,GI,"Discover the Narasinghapettai Nagaswaram, a beautifully crafted musical instrument that embodies Tamil Nadu’s rich cultural heritage. Proudly bearing a Geographical Indication tag, this traditional handiwork is officially recognized by India’s GI Registry, ensuring every note you hear carries the authentic spirit of its birthplace."
Dindigul Locks,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.362400,77.969500,https://upload.wikimedia.org/wikipedia/commons/5/53/Temple_atop_the_Dindigul_Fort.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the intricate Dindigul Locks, a time‑honored craft from Tamil Nadu that has earned Geographical Indication status for its unique design and skilled workmanship. Each lock is hand‑crafted with precision, reflecting the region’s rich heritage and the artisans’ dedication. Bring home a piece of this living tradition and feel the story it tells."
Myladi Stone Carvings,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://upload.wikimedia.org/wikipedia/commons/5/59/KanniyakumariCollageMontage.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless charm of Myladi Stone Carvings, a GI‑registered treasure of Tamil Nadu that brings centuries‑old artistry to life in every intricate detail. As you explore these hand‑crafted marvels, feel the pride of a tradition officially recognized across India, and let the stone’s graceful patterns inspire your journey."
Manamadurai Pottery,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",9.925200,78.119800,https://upload.wikimedia.org/wikipedia/commons/5/52/Manamadurai_Anandhavalli_temple.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless charm of Manamadurai Pottery, a celebrated traditional craft from Tamil Nadu that proudly carries a Geographical Indication (GI) registration. Each hand‑crafted piece reflects the region’s rich heritage, offering visitors a unique glimpse into the artistry that has been officially recognized across India. Let the vibrant colors and intricate designs of these pottery treasures add a touch of authentic culture to your journey."
Thaikkal Rattan Craft,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://media.dinamani.com/dinamani%2F2024-05%2F137ddd6b-9f30-457d-b4c1-bb20b928e8e7%2FIMG_20240522_100249.jpg,GI,"Discover the exquisite Thaikkal Rattan Craft, a cherished traditional art from Tamil Nadu that proudly carries a Geographical Indication (GI) registration, marking its unique cultural heritage. Each intricately woven piece reflects the skill and legacy of local artisans, inviting you to experience a timeless craft that’s officially recognised across India."
Jaderi Namakatti,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Miscellaneous/Other_Crafts/Jaderi_Namakatti/Image_Gallery/Jad_I01.png,GI,"Discover the vibrant artistry of Jaderi Namakatti, a traditional Tamil Nadu handicraft proudly protected by a Geographical Indication tag. Each piece reflects centuries‑old techniques and the region’s rich cultural tapestry, making it a perfect keepsake for travelers seeking authentic Indian craftsmanship."
Negamam Cotton Saree,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://upload.wikimedia.org/wikipedia/commons/0/07/Cotton-mulmul-saree-with-blouse-5-1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the timeless elegance of the Negamam Cotton Saree, a GI‑registered treasure woven in Tamil Nadu's vibrant textile heritage. Each hand‑crafted piece reflects generations of skill, offering a soft, breathable drape that carries the spirit of the region. Slip into this iconic saree and feel the living tradition of South India's craftsmanship."
Chedibutta Saree,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://upload.wikimedia.org/wikipedia/commons/2/21/Grey_Plover_and_Brown-headed_Gulls_%2850965226242%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of the Chedibutta Saree, a GI‑registered treasure from Tamil Nadu that showcases the region’s exquisite handloom heritage. Each piece is lovingly woven with traditional techniques, offering a vibrant glimpse into the cultural artistry that makes this saree a true symbol of Indian craftsmanship."
Vilachery Clay Toys,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",9.900000,78.116700,https://upload.wikimedia.org/wikipedia/commons/f/f3/Navratri_Golu.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the charming Vilachery Clay Toys, a lovingly handcrafted tradition from Tamil Nadu that proudly carries a Geographical Indication (GI) tag. Each tiny figure captures the vibrant spirit of local culture, making them perfect keepsakes that bring a piece of Tamil Nadu’s artistic heritage into your home."
Thovalai Maanika Maalai,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://media.newindianexpress.com/newindianexpress%2F2025-07-19%2F1j8r4sr7%2FFloral.jpg,GI,"Discover the radiant charm of Thovalai Maanika Maalai, a lovingly handcrafted treasure from Tamil Nadu that proudly carries a Geographical Indication tag. Each piece reflects generations of skilled artistry, offering visitors a glimpse into the region’s vibrant cultural heritage. Feel the sparkle of tradition in every bead and let this exquisite craft become a memorable keepsake of your journey."
Ambasamudram Choppu Saman Wooden Toys,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://media.assettype.com/dt-next/import/imported/import/Articles/2021/Jul/202107250621156688_Ambasamudram-Choppu-Saman-makers-eye-intl-market-GI-tag_SECVPF.gif?auto=format%2Ccompress&enlarge=true&fit=max&h=900&w=1200,GI,"Discover the charm of Ambasamudram Choppu Saman Wooden Toys, a lovingly handcrafted tradition from Tamil Nadu that proudly carries a Geographical Indication tag. Each vibrant, hand‑carved piece reflects generations of skilled artistry, inviting you to bring a slice of authentic Indian heritage into your home. Feel the warmth of this timeless craft as you explore its playful designs and cultural legacy."
Woraiyur Cotton Saree,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://upload.wikimedia.org/wikipedia/commons/0/07/Cotton-mulmul-saree-with-blouse-5-1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the timeless elegance of the Woraiyur Cotton Saree, a cherished traditional handicraft from Tamil Nadu that proudly carries a Geographical Indication (GI) registration. Woven with care and rooted in local heritage, each saree reflects the region’s vibrant culture and the skilled hands of its artisans, inviting you to drape yourself in a piece of living history."
Namakkal Maakkal Paattirangal,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.082700,80.270700,https://www.shankariasparliament.com/uploads/files/kalchatti.jpg,GI,"Discover the vibrant artistry of Namakkal Maakkal Paattirangal, a cherished traditional handicraft from Tamil Nadu that proudly carries a Geographical Indication tag. Each piece reflects the skillful hands and cultural heritage of the region, inviting you to take home a slice of authentic Indian craftsmanship. Let this colorful treasure add a touch of Tamil Nadu’s spirit to your travel memories."
Silver Filigree of Karimnagar,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",18.438600,79.128800,https://upload.wikimedia.org/wikipedia/commons/7/75/Portuguese_filigree_intricate_work.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the dazzling Silver Filigree of Karimnagar, a treasured Telangana tradition celebrated as a Geographical Indication‑registered craft. Each delicate, hand‑woven piece of silver showcases the region’s centuries‑old artistry, inviting you to hold a shimmering slice of cultural heritage in your hands. Feel the pride of Telangana’s artisans as you explore this exquisite, locally cherished masterpiece."
Nirmal Toys and Craft,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",19.096700,78.343600,https://upload.wikimedia.org/wikipedia/commons/5/5a/Nirmal_toys1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the charm of Nirmal Toys and Craft, a lovingly hand‑crafted tradition from Telangana that proudly carries a Geographical Indication (GI) registration. Each piece reflects the region’s vibrant artistry and cultural heritage, inviting you to take home a slice of authentic Indian craftsmanship."
Nirmal Furniture,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",19.096700,78.343600,https://upload.wikimedia.org/wikipedia/commons/0/0c/Nirmal_Painting.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of Nirmal Furniture, a GI‑registered traditional craft from Telangana that blends intricate woodwork with vibrant cultural heritage. Each piece reflects the skilled hands of local artisans, offering you a unique slice of Indian artistry to bring home. Explore this living tradition and let its beauty add a touch of authentic charm to your travels."
Nirmal Paintings,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",19.096700,78.343600,https://upload.wikimedia.org/wikipedia/commons/0/0c/Nirmal_Painting.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant charm of Nirmal Paintings, a cherished traditional handicraft from Telangana that proudly carries a Geographical Indication (GI) registration. Each hand‑crafted masterpiece bursts with intricate motifs and lively colors, reflecting the region’s rich artistic heritage and inviting you to take a piece of its cultural story home."
Gadwal Sarees,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",16.233300,77.800000,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hand_loom_in_Devikapuram.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of Gadwal Sarees, a Geographical Indication‑registered treasure from Telangana that showcases the region’s rich weaving heritage. Each saree reflects meticulous craftsmanship and vibrant tradition, inviting you to wrap yourself in a piece of living history. Feel the pride of a community that has perfected this art for generations."
Siddipet Gollabama,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",18.101900,78.851700,https://upload.wikimedia.org/wikipedia/commons/1/19/Shelves_from_a_Saree_shop_%286543977625%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant artistry of Siddipet Gollabama, a cherished traditional handicraft from Telangana that proudly carries a Geographical Indication (GI) registration. Each piece reflects the region’s rich cultural heritage, inviting you to bring home a touch of authentic Indian craftsmanship."
Cheriyal Paintings,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",17.900000,78.933300,https://upload.wikimedia.org/wikipedia/commons/7/75/Cherial_1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant world of Cheriyal Paintings, a cherished Telangana tradition celebrated for its lively storytelling and bold, folk-inspired motifs. This GI‑registered art form brings local legends to life on every brushstroke, inviting you to experience the region’s rich cultural heritage in a splash of colour and charm."
Pembarthi Metal Craft,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",17.900000,79.033300,https://upload.wikimedia.org/wikipedia/commons/1/15/Copper_object_with_copper_oxide.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the shimmering beauty of Pembarthi Metal Craft, a cherished traditional art from Telangana that proudly carries a Geographical Indication (GI) tag. Each intricately forged piece reflects generations of skilled craftsmanship, offering visitors a tangible glimpse into the region’s rich cultural heritage. Explore these exquisite metal works and bring home a piece of authentic Indian artistry."
